Name,Rating,Address,URL,Price,Type,Phone,Cousine,Meals
Restoran Siu Siu,4.0 ,"Lorong Syed, Kuala Lumpur 50460 Malaysia",http://food.malaysiamostwanted.com/venues/restaurant-siu-siu-robson-height,$$ - $$$,$$ - $$$ChineseSeafoodAsian,+60 16-370 8555,Vegetarian Friendly,"Lunch, Dinner"
The Uma Bali,4.5 ,"Jalan PJU 5/21 The Strand, Kota Damansara, Petaling Jaya 47810 Malaysia",http://www.theumabali.com/,$$ - $$$,$$ - $$$AsianIndonesian,+60 3-6142 2771,"Asian, Indonesian","Lunch, Dinner"
Fuel Shack Signature,4.0 ,"No. 7 Jalan Bintang Lot G-28, Plaza Low Yat, Bukit Bintang Central, Kuala Lumpur 55100 Malaysia",http://www.fuelshack.com.my/,$$ - $$$,$$ - $$$AmericanPizzaFast food,+60 3-2110 5400,"Pizza, Fast food, American","Lunch, Dinner, Brunch"
Rise & Shine by Tapestry,4.5 ,"No. 28, Jalan Kamunting Chow Kit, Kuala Lumpur 50300 Malaysia",http://www.tapestrydining.my/,$$ - $$$,$$ - $$$GrillVegetarian FriendlyVegan Options,+60 3-7622 8720,Grill,"Vegan Options, Vegetarian Friendly"
Vantador,4.0 ,"38 Jalan 25/70a Desa Sri Hartamas, Kuala Lumpur 50480 Malaysia",https://www.vantador.co/,$$$$,$$$$SteakhouseArgentinian,+60 3-6211 5588,Dinner,"Reservations, Private Dining, Seating, Serves Alcohol, Table Service"
The Courtyard at Pavilion Hotel Kuala Lumpur,4.5 ,"Level 8, Pavilion Hotel Kuala Lumpur 170, Jalan Bukit Bintang, Kuala Lumpur 55100 Malaysia",http://www.banyantree.com/en/malaysia/pavilion-hotel/dining/the-courtyard,$$ - $$$,$$ - $$$InternationalAsianMalaysian,+60 3-2117 2821,"International, Asian, Malaysian",Vegetarian Friendly
Water Lily Vegetarian Restaurant,4.5 ,"23 Jalan Tun H S Lee, Kuala Lumpur 50000 Malaysia",http://www.facebook.com/osteriaalponte25/,$,$ChineseAsianVegetarian Friendly,+60 3-2070 6561,"Vegetarian Friendly, Vegan Options","Dinner, Lunch"
Nasi Lemak Wanjo,4.0 ,"8 Jalan Raja Muda Musa Kampung Baru, Kuala Lumpur 50300 Malaysia",,$,$AsianMalaysianHalal,+60 19-211 6453,,
PJ’s Bar & Grill,4.5 ,"Paradigm, 1 Jalan SS7/26A New World Hotels & Resorts, Petaling Jaya 47301 Malaysia",https://petalingjaya.newworldhotels.com/en/dining/pjs_barandgrill/,$$ - $$$,$$ - $$$BarGrillPub,+60 3-7682 0000,Vegetarian Friendly,"Dinner, Lunch, After-hours, Drinks"
SOULed OUT Ampang,4.0 ,"No 360 Jalan Tun Razak G-12-AF, Ground Floor, The Linc, Kuala Lumpur 50400 Malaysia",http://soa.souledout.com.my/,$$ - $$$,$$ - $$$BarInternationalAsian,+60 12-655 7622,"Bar, Asian, International","Vegetarian Friendly, Vegan Options"
Bubble Bee Cafe,4.5 ,"139, Jalan Petaling, Kuala Lumpur 50000 Malaysia",https://www.facebook.com/bubblebeemy/,$,$DessertCafeFusion,+60 16-228 9881,"Cafe, Fusion, Street Food","Vegetarian Friendly, Vegan Options"
The Ice Cream Bar,4.5 ,"60, Jalan 27/70a, Desa Sri Hartamas, Kuala Lumpur 50480 Malaysia",,$$ - $$$,$$ - $$$DessertCafe,+60 3-2856 7435,"Seating, Takeout",
1919 Restaurant,4.0 ,"15A Jalan Yap Kwan Seng, Kuala Lumpur 50450 Malaysia",https://www.facebook.com/1919-Restaurant-KL-334264829917989/,$$ - $$$,$$ - $$$AsianVegetarian FriendlyVegan Options,+60 3-2161 9919,"Vegan Options, Vegetarian Friendly","Dinner, Lunch"
Jao Tim,4.5 ,"First Floor No. 61 Jalan Sultan, Kuala Lumpur 50000 Malaysia",https://www.facebook.com/JaoTimKL/,$$ - $$$,$$ - $$$FrenchBarCafe,+60 3-2022 3897,"Breakfast, Brunch, Lunch, Dinner, Drinks","Seating, Delivery, Takeout, Buffet, Street Parking, Free off-street parking, Serves Alcohol, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service"
Coffea Coffee,4.0 ,"No. 8 Jalan Telawi 2 Bangsar, Kuala Lumpur 59100 Malaysia",http://www.coffea.my/,$$ - $$$,$$ - $$$Quick BitesCafeHalal,+60 3-2201 3338,Halal,"Breakfast, Brunch"
Senya Izakaya Publika,4.0 ,"1 Jalan Dutamas D5-G3-1, Solaris Dutamas, Kuala Lumpur 50480 Malaysia",,$$ - $$$,$$ - $$$JapaneseSushiAsian,+60 3-6205 4999,"Japanese, Sushi, Asian","Lunch, Dinner"
Restoran Kudu Bin Abdul Nasi Kandar Penang,4.0 ,"Jalan Tunku Abdul Rahman (opposite Tune Hotel Downtown KL), Kuala Lumpur Malaysia",http://www.mn-marahja-93.fr/,$,$AsianMalaysian,+60 12-213 7082,"Lunch, Brunch","Takeout, Wheelchair Accessible, Seating"
Nando's,3.5 ,"Lot C07 Concourse Floor, Suria KLCC, Kuala Lumpur City Centre, Kuala Lumpur 50088 Malaysia",http://www.nandos.com.my/,$$ - $$$,$$ - $$$Halal,+60 3-2166 6555,Halal,"Lunch, Dinner, After-hours"
Yarl Restaurant,4.5 ,"50 Jalan Padang Belia Brickfields, Kuala Lumpur 50470 Malaysia",https://www.facebook.com/YarlRestaurant/,$$ - $$$,$$ - $$$AsianMalaysianSri Lankan,+60 10-360 6624,"Vegetarian Friendly, Vegan Options","Breakfast, Dinner, Brunch, Lunch"
Old Town White Coffee,3.5 ,"Jalan Tun Sambanthan 4, Kuala Lumpur 50470 Malaysia",,$$ - $$$,$$ - $$$CafeAsianMalaysian,,"Breakfast, Lunch, Dinner, Brunch, After-hours","Takeout, Seating, Wheelchair Accessible, Free Wifi, Table Service"
Chez Gaston,4.5 ,"12 Jalan bangsar utama 9, Kuala Lumpur 59000 Malaysia",http://www.facebook.com/chezgastonkl,$$ - $$$,$$ - $$$FrenchEuropean,+60 11-3993 0036,"French, European","Lunch, Dinner"
Senja Restaurant,4.0 ,"Jalan Lapangan Terbang SAAS Saujana Resort, Shah Alam 40150 Malaysia",http://www.saujanahotels.com/,$$$$,$$$$ItalianEuropeanVegetarian Friendly,+60 3-7843 1234,"Vegetarian Friendly, Vegan Options","Lunch, Dinner"
Soleil,4.0 ,"6 Jalan Damanlela Lot 13A & 15, 2nd Floor, Damansara City Mall, Damansara Heights, Kuala Lumpur 50490 Malaysia",http://www.soleil.my/,$$$$,$$$$FrenchInternationalEuropean,+60 3-2011 8261,"International, European, French","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Table 23,4.0 ,"23 Jalan Mesui, Kuala Lumpur 50200 Malaysia",http://www.table23.com.my/,$$ - $$$,$$ - $$$BarAsianPub,+60 3-2141 0023,"Bar, Asian, Pub, Fusion","Lunch, Dinner, After-hours, Drinks"
Nasi Ayam Hainan Chee Meng,4.0 ,"50 Jalan Bukit Bintang, Kuala Lumpur 55100 Malaysia",http://www.cheemeng.com.my/,$$ - $$$,$$ - $$$ChineseAsianMalaysian,+60 3-2110 5663,"Chinese, Asian, Malaysian",Halal
Isetan The Japan Store Lot 10,4.0 ,"50 Jalan Sultan Ismail, Kuala Lumpur 50250 Malaysia",http://www.isetankl.com.my/thejapanstore/,$$ - $$$,$$ - $$$JapaneseAsianVegetarian Friendly,+60 3-2141 7777,Vegetarian Friendly,"Lunch, Dinner, Brunch, Drinks"
Ichiro Sushi Bar,4.5 ,"101 F Lb First Floor, Isetan One Utama Shopping Centre, Petaling Jaya 47800 Malaysia",http://www.facebook.com/Pikeos/,$$ - $$$,$$ - $$$JapaneseSeafoodSushi,+60 3-7726 5899,"Lunch, Dinner, Brunch","Serves Alcohol, Seating, Table Service"
OneSixFive Lounge,4.5 ,"165 Jalan Ampang InterContinental Kuala Lumpur, an IHG Hotel, Kuala Lumpur 50450 Malaysia",https://kualalumpur.intercontinental.com/dining/onesixfive,$$ - $$$,$$ - $$$International,+60 3-2782 6173,"Lunch, Dinner, Drinks, Breakfast","Takeout, Reservations, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Accepts Credit Cards"
MAiSEN Sunway Pyramid,4.5 ,"3, Jalan PJS 11/15, Bandar Sunway, Sunway Pyramid LG1.45, Lower Ground One, Sunway Pyramid Mall, Petaling Jaya 47500 Malaysia",http://www.maisen.com.my/,$$ - $$$,$$ - $$$Japanese,+60 12-347 2473,"Breakfast, Lunch, Dinner, Brunch, Drinks","Parking Available, Validated Parking, Valet Parking, Highchairs Available, Serves Alcohol, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards"
Koon Kee Wan Tan Mee,4.0 ,"95, Jalan Hang Lekir, Kuala Lumpur 50000 Malaysia",http://www.facebook.com/KoonKeeDaTong/,$,$ChineseMalaysian,+60 3-2078 6554,"Lunch, Brunch, Dinner","Takeout, Seating"
Grand Imperial Restaurant @ Bangsar Shopping Centre,4.0 ,"Lot T5 No. 285 Jalan Maarof 3rd Floor, Bangsar Shopping Centre, Kuala Lumpur 59000 Malaysia",http://www.grandimperial.com.my/outlets/grand-imperial-restaurant-bangsar-shopping-centre/,$$$$,$$$$ChineseAsianCantonese,+60 3-2283 1118,"Lunch, Dinner","Reservations, Private Dining, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Table Service, Takeout, Highchairs Available"
Pan & Tamper,4.5 ,"No. 1 Jalan Dutamas 1 Block D1 Level G3-9, Publika , Solaris Dutamas, Kuala Lumpur 50480 Malaysia",http://www.facebook.com/panandtamper/,$$ - $$$,$$ - $$$CafeSpanishAsian,+60 3-6206 2929,"Spanish, Asian, Australian, Cafe, Malaysian","Vegetarian Friendly, Vegan Options"
Flight Club Grab 'n' Go,5.0 ,"Level 2M, Gateway@klia2, Terminal Klia2 Kuala Lumpur International Airport, Kuala Lumpur 64000 Malaysia",https://www.airport-dining.com/flight-club,$$ - $$$,$$ - $$$Quick BitesDeli,+60 3-8778 0810,"Lunch, Dinner","Seating, Table Service"
"Dolly Dim Sum, Pavilion Elite",4.0 ,"168 Jalan Bukit Bintang Lot 1. 102. 00, Level 1 Pavilion Kuala Lumpur, Kuala Lumpur 55100 Malaysia",http://www.dollydimsum.com/,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 3-2110 5019,"Chinese, Asian","Vegetarian Friendly, Halal"
Warisan Cafe,4.0 ,"5 Jalan Conlay Royale Chulan Kuala Lumpur, Kuala Lumpur 50450 Malaysia",http://www.theroyalechulan.com/dining/,$$ - $$$,$$ - $$$AsianMalaysianVegetarian Friendly,+60 3-2688 9611,"Asian, Malaysian","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
OZEKI Tokyo Cuisine,4.0 ,"Menara TA One Ground Floor No. 22 Jalan P Ramlee 22, Jalan P. Ramlee, Kuala Lumpur 50250 Malaysia",http://www.ozeki.com.my/,$$ - $$$,$$ - $$$JapaneseSeafoodSushi,+60 3-2166 4263,,
Blue Boy Vegetarian Food Centre,4.0 ,"Jln Tong Shin Golden Triangle, Kuala Lumpur 50200 Malaysia",,$,$AsianMalaysianVegetarian Friendly,+60 16-685 0498,"Vegetarian Friendly, Vegan Options","Lunch, Breakfast"
Morganfield's,4.0 ,"168 Jalan Bukit Bintang C4.03.00 Level 4 Pavilion KL Shoping Mall, Kuala Lumpur 55100 Malaysia",http://www.morganfields.com/,$$ - $$$,$$ - $$$AmericanBarBarbecue,+60 3-2141 3192,"Lunch, Dinner, After-hours","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Takeout"
Mitasu Restaurant,4.0 ,"Basement, central plaza, jalan sultan ismail, kl, Kuala Lumpur Malaysia",http://www.facebook.com/mitasu2012,$$ - $$$,$$ - $$$JapaneseSushiAsian,+60 3-2110 2833,Vegetarian Friendly,"Lunch, Dinner"
Der Backmeister - TTDI,4.5 ,"40 Persiaran Zaaba Taman Tun Dr Ismail, TTDI, Kuala Lumpur 60000 Malaysia",http://www.derbackmeister.com/,$$ - $$$,$$ - $$$BakeriesGermanCafe,+60 3-2856 0613,"German, Cafe, European",Vegetarian Friendly
Kyomo,4.5 ,"26-G Jalan 24/70A Desa Sri Hartamas, Kuala Lumpur 50480 Malaysia",http://kyomomy.com/,$$ - $$$,$$ - $$$JapaneseBarbecueAsian,+60 3-2856 7350,Dinner,"Reservations, Seating, Serves Alcohol, Table Service, Private Dining, Family style"
Fluffed Cafe & Dessert Bar,4.5 ,"58A Jalan 20/7 Taman Paramount, Petaling Jaya 46300 Malaysia",http://www.facebook.com/fluffedmy,$$ - $$$,$$ - $$$DessertCafeVegan Options,+60 3-7865 1833,Vegan Options,Seating
Maison Francaise,4.0 ,"No 5 Changkat Kia Peng, Kuala Lumpur 50450 Malaysia",http://www.maisonfrancaise.com.my/,$$$$,$$$$FrenchEuropean,+60 3-2144 1474,"French, European","Dinner, Lunch"
"Ekkamai, Batai",4.0 ,"Lot 8-1 Jalan Batai Damansara Heights, Kuala Lumpur 50490 Malaysia",http://www.ekkamai.com.my/,$$ - $$$,$$ - $$$AsianThaiVegetarian Friendly,+60 3 20111029,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Drinks"
Berjaya Cafe,4.0 ,"1 Jalan Imbi, Kuala Lumpur 55100 Malaysia",http://www.berjayahotel.com/kualalumpur/dining/Berjaya-Cafe.html,$$ - $$$,$$ - $$$AsianFusionHealthy,+60 3-2117 8000,Halal,"Breakfast, Dinner, Lunch"
33 Blue Room,4.0 ,"2a Jalan 51/225A Section 51a Zone Perindustrian PJCT, Petaling Jaya 46100 Malaysia",https://www.facebook.com/33blueroom/,$$ - $$$,$$ - $$$Wine Bar,+60 11-3444 1313,"Lunch, Dinner, Brunch","Reservations, Seating, Serves Alcohol, Table Service, Jazz Bar"
Canvass Bistro & Cocktail Bar,5.0 ,"38, Jalan Bedara, Bukit Bintang, Kuala Lumpur 50200 Malaysia",https://www.facebook.com/Canvasskl/,$$ - $$$,$$ - $$$EuropeanScandinavianDining bars,+60 12-329 2820,"European, Scandinavian, Dining bars","Dinner, After-hours, Drinks"
Café Deli by El Mesón @ Bangsar,4.0 ,"61-63 Jalan Telawi 3 Bangsar Baru, Kuala Lumpur 59100 Malaysia",http://www.elmeson.com.my/,$$ - $$$,$$ - $$$EuropeanSpanishVegetarian Friendly,+60 3-2282 8290,"European, Spanish",Vegetarian Friendly
Ah Sang Bak Kut Teh,4.5 ,"531 Jalan Ss 9a/12, Petaling Jaya 47300 Malaysia",http://www.facebook.com/pages/Ah-Sang-Bak-Kut-Teh/175720225795,$$ - $$$,$$ - $$$ChineseAsianSoups,+60 3-7876 2299,"Chinese, Asian, Soups, Malaysian","Breakfast, Lunch, Brunch"
The Butcher's Table,4.0 ,"26, Jalan SS2 / 103, Petaling Jaya 47300 Malaysia",https://www.facebook.com/MYButchersTable/,$$ - $$$,$$ - $$$,+60 3-7728 2843,"Takeout, Reservations, Seating, Table Service, Serves Alcohol",
Beard Brothers' BBQ,4.0 ,"Tropicana Avenue P-G-01, Persiaran Tropicana, Petaling Jaya 47410 Malaysia",http://www.facebook.com/beardbrothersbbq/,$$ - $$$,$$ - $$$Quick BitesBarbecueHalal,+60 12-319 0962,Halal,"Lunch, Dinner"
Tonka Bean Cafe,4.0 ,"13 Jalan Pinang Impiana KLCC Hotel, Kuala Lumpur 50450 Malaysia",http://kualalumpurhotels.impiana.com.my/?cur=page/page&id=19&title=Tonka_Bean_Caf%C3%83%C2%A9,$$ - $$$,$$ - $$$InternationalAsianMalaysian,+60 3-2147 1111,"Halal, Vegetarian Friendly","Breakfast, Lunch, Brunch, Dinner"
The Owls Cafe,4.0 ,"Jalan Jalil Jaya 6 Bukit Jalil, Kuala Lumpur 57000 Malaysia",http://www.facebook.com/theowlscafe,$$ - $$$,$$ - $$$DessertCafeFusion,+60 3-5022 3099,"Lunch, Brunch, Breakfast","Takeout, Seating, Free Wifi, Table Service"
Jam & Kaya Cafe,4.5 ,"No 1 Lorong Sultan PJ Palms Sports Center, Petaling Jaya 46200 Malaysia",http://www.facebook.com/pages/Jam-Kaya-Caf%C3%A9/630533806986669,$$ - $$$,$$ - $$$CafeAsianMalaysian,+60 16-667 5078,"Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch"
Heun Kee Claypot Chicken Rice,4.0 ,"Jalan Sungai Besi 59 Ground Floor Jalan Yew, Kuala Lumpur 55100 Malaysia",http://www.facebook.com/heunkeeofficial,$$ - $$$,$$ - $$$ChineseAsian,+60 3-9200 1603,"Lunch, Dinner, Drinks","Takeout, Reservations, Parking Available, Street Parking, Television, Seating"
"MO Bar at Mandarin Oriental, Kuala Lumpur",4.5 ,"Kuala Lumpur City Centre, Kuala Lumpur 50088 Malaysia",http://www.mandarinoriental.com/kualalumpur/fine-dining/mo-bar/,$$ - $$$,$$ - $$$,+60 3-2380 8888,"Serves Alcohol, Full Bar, Reservations, Seating, Wheelchair Accessible",
Sassolino,4.5 ,"1 Jalan Yap Kwan Seng G-95 Wisma Star, Kuala Lumpur 50450 Malaysia",http://www.sassolino.com.my/,$$ - $$$,$$ - $$$ItalianPizzaMediterranean,+60 3-2181 0641,Vegetarian Friendly,"Dinner, Lunch"
Bentley's Pub,4.0 ,"165 Jalan Ampang, Kuala Lumpur 50450 Malaysia",http://intercontinental-kl.com.my/dining/bentleys-pub,$$ - $$$,$$ - $$$BarInternationalPub,+60 3-2782 6268,"Drinks, Lunch, Dinner","Takeout, Reservations, Seating, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards"
